JOB_TITLE,ROLE_NAME,RECRUITMENT_COUNT,LOCATIONS_NAME,COMPANY_LOCATION,CURRENT_EMPLOYEE_MIN,CURRENT_EMPLOYEE_MAX,LANGUAGES_NAME,TECH_STACKS,PROGRAMMING_LANGUAGES,SKILLS,TOTAL_WORK_HOURS,SALARY_MIN,SALARY_MAX,FIRST_WORKING_DAY_OF_WEEK,LAST_WORKING_DAY_OF_WEEK,WORK_ON_SATURDAY,WORK_ON_SUNDAY,EXPERIENCE_YEARS,DEADLINE,COMPANY_NAME,COMPANY_INDUSTRY,JOB_LEVEL,ACADEMIC_LEVEL,JOB_TYPE,COMPANY_URL,JOB_URL,DATE_CRAWL,LAYOUT_TYPE
NHÂN VIÊN TƯ VẤN PHẦN MỀM,"['VIỆC LÀM IT', 'KINH DOANH PHẦN MỀM', 'SALES IT PHẦN MỀM', 'CÔNG NGHỆ THÔNG TIN', 'KINH DOANH/BÁN HÀNG']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['WEBSITE', 'SOFTWARE']",['UNKNOWN'],"['CHĂM SÓC KHÁCH HÀNG', 'LÀM VIỆC ĐỘC LẬP', 'KIẾN THỨC VỀ PHẦN MỀM', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'KỸ NĂNG THUYẾT TRÌNH', 'KHẢ NĂNG LẮNG NGHE VÀ THẤU HIỂU KHÁCH HÀNG', 'GIAO TIẾP', 'LÀM VIỆC NHÓM', 'GIAO TIẾP TIẾNG ANH', 'TƯ VẤN KHÁCH HÀNG']",49.0,8000000.0,32000000.0,2,6,True,False,KHÔNG YÊU CẦU,31/12/2025,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VÀ DỊCH VỤ NINA,IT - PHẦN MỀM,NHÂN VIÊN,TRUNG CẤP TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-trach-nhiem-huu-han-thuong-mai-va-dich-vu-nina/34501.html,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-phan-mem/1561412.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096128,09/12/2025 18:10:38,STANDARD
THỰC TẬP SINH KINH DOANH PHẦN MỀM WEBSITE,"['VIỆC LÀM IT', 'SALES IT PHẦN MỀM', 'KINH DOANH DOMAIN/HOSTING/SERVER', 'CÔNG NGHỆ THÔNG TIN', 'KINH DOANH/BÁN HÀNG']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],500.0,1000.0,['TIẾNG VIỆT'],"['MARKETING', 'TIN HỌC VĂN PHÒNG', 'DIGITAL MARKETING', 'APP', 'WEBSITE']",['UNKNOWN'],"['BÁN HÀNG', 'KỸ NĂNG LÀM VIỆC NHÓM', 'KỸ NĂNG THUYẾT TRÌNH', 'KHẢ NĂNG HỌC HỎI NHANH', 'ĐÀM PHÁN', 'GIAO TIẾP', 'LÀM VIỆC NHÓM', 'KỸ NĂNG ĐÀM PHÁN', 'HÀNH CHÍNH VĂN PHÒNG', 'KỸ NĂNG GIAO TIẾP']",45.0,6000000.0,28000000.0,2,6,False,False,KHÔNG YÊU CẦU,31/12/2025,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VÀ DỊCH VỤ NINA,IT - PHẦN MỀM,THỰC TẬP SINH,TRUNG CẤP TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-trach-nhiem-huu-han-thuong-mai-va-dich-vu-nina/34501.html,https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh-phan-mem-website/1561491.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096128,09/12/2025 18:10:51,STANDARD
BACKEND ENGINEER,"['VIỆC LÀM IT', 'CÔNG NGHỆ THÔNG TIN', 'BACKEND DEVELOPER', 'SOFTWARE ENGINEERING']",3,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['SPRING BOOT', 'MICROSERVICES', 'POSTGRESQL', 'ORACLE DATABASE', 'CSS', 'FORM DESIGNER', 'MICRO-DATA', 'RESPONSIVE DESIGN', 'BPMN', 'UNIT TESTING', 'MVC', 'XML', 'MVP', 'HIGH PERFORMANCE', 'JSON', 'API', 'OMG', 'GIT', 'CI/CD', 'HTML', 'DESIGN PATTERNS', 'DMN', 'BOOTSTRAP', 'WEB SERVICE', 'MVVC', 'WEB', 'CROSS-BROWSER']","['JAVA', 'SQL']","['TÌM HIỂU CÁC CÔNG NGHỆ MỚI', 'TƯ DUY LẬP TRÌNH', 'CHỊU ÁP LỰC', 'PHÂN TÍCH VÀ THIẾT KẾ HỆ THỐNG', 'TINH THẦN TRÁCH NHIỆM', 'PHÂN TÍCH YÊU CẦU NGHIỆP VỤ', 'TỰ HỌC HỎI', 'LÀM VIỆC NHÓM', 'TƯ VẤN VÀ CUNG CẤP GIẢI PHÁP KỸ THUẬT']",47.5,16000000.0,20000000.0,2,6,False,False,3 NĂM,31/12/2025,CÔNG TY TNHH GIẢI PHÁP PHÂN TÍCH DỮ LIỆU INSIGHT DATA,IT - PHẦN MỀM,TRƯỞNG NHÓM,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-giai-phap-phan-tich-du-lieu-insight-data/110386.html,https://www.topcv.vn/viec-lam/backend-engineer/1723141.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096128,09/12/2025 18:11:07,STANDARD
QUẢN LÝ DỰ ÁN PHẦN MỀM TRÍ TUỆ NHÂN TẠO,"['PRODUCT OWNER/PRODUCT MANAGER', 'CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['ROBOTICS', 'AI', 'ERP']",['UNKNOWN'],"['KỸ NĂNG XỬ LÝ TÌNH HUỐNG', 'KỸ NĂNG TRUYỀN ĐẠT', 'QUẢN LÝ RỦI RO', 'LẬP KẾ HOẠCH', 'PHÂN TÍCH NGHIỆP VỤ', 'QUẢN LÝ TIẾN ĐỘ', 'QUẢN LÝ DỰ ÁN PHẦN MỀM', 'KỸ NĂNG GIAO TIẾP']",51.5,20000000.0,30000000.0,2,6,True,False,3 NĂM,20/12/2025,CÔNG TY TNHH HORUS PRODUCTIONS,IT - PHẦN MỀM,QUẢN LÝ / GIÁM SÁT,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-horus-productions/157238.html,https://www.topcv.vn/viec-lam/quan-ly-du-an-phan-mem-tri-tue-nhan-tao/1777593.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096128,09/12/2025 18:11:22,STANDARD
BACKEND MANAGER (IOT),"['VIỆC LÀM IT', 'CÔNG NGHỆ THÔNG TIN', 'BACKEND DEVELOPER', 'SOFTWARE ENGINEERING']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['AWS IOT ANALYTICS', 'MICROSERVICES', 'POSTGRESQL', 'BIG DATA', 'DIALOGFLOW', 'NEST.JS', 'MOBILE', 'VOICE2COMMAND', 'NODE.JS', 'MONGODB', 'KINESIS', 'CLOUD COMPUTING', 'IOT', 'MESSAGE QUEUE', 'API', 'REDIS', 'REALTIME STREAMING', 'APACHE FLINK', 'AWS', 'AI', 'EDGE AI', 'MODEL CONTEXT PROTOCOL', 'APACHE SPARK', 'SAGEMAKER', 'PUSH NOTIFICATION', 'AGILE', 'KAFKA', 'MYSQL', 'BACKEND', 'FRONT-END', 'MQTT']","['NOSQL', 'SQL']","['NGHIÊN CỨU VÀ ÁP DỤNG CÁC CÔNG NGHỆ MỚI', 'KIẾN TRÚC PHẦN MỀM', 'TỐI ƯU HÓA HIỆU SUẤT', 'LÀM VIỆC ĐỘC LẬP', 'LÃNH ĐẠO NHÓM', 'PHÂN TÍCH YÊU CẦU', 'THIẾT KẾ CƠ SỞ DỮ LIỆU', 'PHÁT TRIỂN PHẦN MỀM HỆ THỐNG', 'XÂY DỰNG CÁC THÀNH PHẦN VÀ THƯ VIỆN CÓ THỂ TÁI SỬ DỤNG', 'DẪN DẮT ĐỘI NGŨ', 'DEBUG', 'CODING', 'THIẾT KẾ VÀ PHÁT TRIỂN API', 'LÀM VIỆC NHÓM', 'QUẢN LÝ DỰ ÁN', 'THU THẬP VÀ XỬ LÝ CÁC YÊU CẦU KỸ THUẬT', 'THIẾT KẾ VÀ PHÁT TRIỂN CÁC GIẢI PHÁP PHẦN MỀM']",47.5,14812500.0,40000000.0,2,6,False,False,TRÊN 5 NĂM,31/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH OXII,IT - PHẦN MỀM,TRƯỞNG/PHÓ PHÒNG,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-thong-minh-oxii/102016.html,https://www.topcv.vn/viec-lam/backend-manager-iot/1848640.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096128,09/12/2025 18:11:34,STANDARD
NHÂN VIÊN THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGNER),"['VIỆC LÀM IT', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ', 'CÔNG NGHỆ THÔNG TIN', 'QUẢNG CÁO/SÁNG TẠO', 'MARKETING/PR/QUẢNG CÁO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)']",1,['HÀ NỘI'],['NAM ĐỊNH'],100.0,499.0,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'ADOBE PREMIERE PRO', 'ADOBE AFTER EFFECTS', 'PHOTOSHOP']",['UNKNOWN'],"['KỸ NĂNG LÀM VIỆC NHÓM', 'TƯ DUY SÁNG TẠO', 'HIỂU BIẾT VỀ IN ẤN', 'TƯ DUY THẨM MỸ', 'THIẾT KẾ ĐỒ HỌA', 'KỸ NĂNG GIAO TIẾP']",60.0,8000000.0,12000000.0,2,6,True,False,1 NĂM,19/12/2025,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI XUẤT NHẬP KHẨU ĐẠI LONG,SẢN XUẤT,NHÂN VIÊN,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-san-xuat-va-thuong-mai-xuat-nhap-khau-dai-long/142043.html,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-designer/1832909.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096128,09/12/2025 18:11:50,STANDARD
AI BACKEND ENGINEER,"['VIỆC LÀM IT', 'CÔNG NGHỆ THÔNG TIN', 'BACKEND DEVELOPER', 'SOFTWARE ENGINEERING']",2,['HÀ NỘI'],"['HỒ CHÍ MINH', 'HÀ NỘI']",500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['LLAMAINDEX', 'AZURE', 'AWS SAGEMAKER', 'KUBEFLOW', 'LARGE LANGUAGE MODELS', 'DISTRIBUTED COMPUTING', 'MLFLOW', 'PYTORCH', 'CLOUD COMPUTING', 'DISTRIBUTED SYSTEMS', 'API', 'LANGCHAIN', 'MLOPS', 'PARALLEL COMPUTING', 'TENSORFLOW', 'AWS', 'NLP', 'VECTOR DATABASE', 'AZURE AI STUDIO']","['GO', 'NOSQL', 'PYTHON']","['SECURITY', 'LOGGING', 'PERFORMANCE', 'FEATURE ENGINEERING', 'SCALABILITY', 'AI MODEL LIFECYCLE MANAGEMENT', 'AUTOMATED MONITORING', 'DATA PREPROCESSING', 'RESEARCH SKILLS', 'MODEL EVALUATION']",45.0,14812500.0,60000000.0,2,6,False,False,5 NĂM,19/12/2025,FPT SMART CLOUD (FCI),IT - PHẦN MỀM,TRƯỞNG NHÓM,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/fpt-smart-cloud-fci/78876.html,https://www.topcv.vn/viec-lam/ai-backend-engineer/1958008.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096128,09/12/2025 18:12:03,STANDARD
KỸ SƯ PRE - SALE CÔNG NGHỆ THÔNG TIN,"['CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT', 'CÔNG NGHỆ THÔNG TIN', 'SALES KỸ THUẬT (SALES ENGINEER)', 'KINH DOANH/BÁN HÀNG', 'BÁN HÀNG KỸ THUẬT IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['PHẦN CỨNG MÁY TÍNH', 'SYSTEM INTEGRATOR', 'VMWARE', 'NETWORKING CONCEPTS', 'HA', 'BACKUP', 'DR', 'STORAGE']",['UNKNOWN'],"['ĐỌC HIỂU TÀI LIỆU TIẾNG ANH CHUYÊN NGÀNH', 'KỸ NĂNG QUẢN LÝ THỜI GIAN', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'LẮNG NGHE', 'KỸ NĂNG THUYẾT TRÌNH', 'KỸ NĂNG XÂY DỰNG MỐI QUAN HỆ', 'KỸ NĂNG GIAO TIẾP', 'LÀM VIỆC NHÓM']",47.5,15000000.0,25000000.0,2,6,False,False,3 NĂM,19/12/2025,CÔNG TY CỔ PHẦN MŨ XANH (BLUE HAT),IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-mu-xanh-blue-hat/94140.html,https://www.topcv.vn/viec-lam/ky-su-pre-sale-cong-nghe-thong-tin/1956856.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096128,09/12/2025 18:12:17,STANDARD
NHÂN VIÊN THIẾT KẾ,"['VIỆC LÀM IT', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ', 'CÔNG NGHỆ THÔNG TIN', 'QUẢNG CÁO/SÁNG TẠO', 'MARKETING/PR/QUẢNG CÁO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'UI/UX DESIGN', 'FIGMA', 'PHOTOSHOP', 'MOTION GRAPHICS']",['UNKNOWN'],"['BỐ CỤC', 'KỸ NĂNG VẼ TAY', 'TƯ DUY THẨM MỸ', 'THIẾT KẾ ĐỒ HỌA', 'CHỦ ĐỘNG', 'MÀU SẮC', 'NGUYÊN TẮC UI', 'TRẢI NGHIỆM NGƯỜI DÙNG', 'TRÁCH NHIỆM CAO', 'CẨN THẬN', 'XÂY DỰNG CONCEPT', 'SÁNG TẠO']",47.5,10500000.0,16250000.0,2,6,False,False,2 NĂM,19/12/2025,BIZFLY MARTECH (CÔNG TY CỔ PHẦN VCCORP),IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/bizfly-martech-cong-ty-co-phan-vccorp/87623.html,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1957948.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096139,09/12/2025 18:12:33,STANDARD
TRƯỞNG PHÒNG TÍN DỤNG SỐ,"['PRODUCT OWNER/PRODUCT MANAGER', 'CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['IT', 'AGILE', 'FINTECH', 'BIG DATA ANALYSIS']",['UNKNOWN'],"['HỌC HỎI', 'TƯ DUY LOGIC', 'QUẢN LÝ ĐIỀU HÀNH', 'TIẾNG ANH', 'BÁO CÁO', 'XÂY DỰNG CHIẾN LƯỢC', 'QUẢN LÝ CÔNG VIỆC VÀ THỜI GIAN', 'TINH THẦN TRÁCH NHIỆM', 'ĐÀM PHÁN', 'PHÂN TÍCH DỮ LIỆU LỚN', 'SÁNG TẠO', 'PHÂN CÔNG NHIỆM VỤ']",47.5,14500000.0,26250000.0,2,6,False,False,5 NĂM,31/12/2025,VIETTEL DIGITAL,IT - PHẦN MỀM,TRƯỞNG/PHÓ PHÒNG,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/viettel-digital/198937.html,https://www.topcv.vn/viec-lam/truong-phong-tin-dung-so/1628352.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096139,09/12/2025 18:12:48,STANDARD
FULLSTACK ENGINEER (DOMAIN AI/CLOUD),"['FULLSTACK DEVELOPER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",5,['HÀ NỘI'],"['HỒ CHÍ MINH', 'HÀ NỘI']",500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['CI/CD', 'DOCKER', 'REACT', 'REDIS', 'DEVOPS', 'FLASK', 'LINUX', 'MONGODB', 'ELASTICSEARCH', 'REST API', 'AI', 'MYSQL', 'CLOUD COMPUTING', 'GIT', 'FASTAPI']","['NOSQL', 'JAVASCRIPT', 'PYTHON', 'SQL']","['VERSION CONTROL', 'SOFTWARE DEVELOPMENT', 'ANALYSIS AND DESIGN', 'WRITING CLEAN CODE', 'TESTING', 'COLLABORATIVE DEVELOPMENT', 'DEBUGGING', 'SOFTWARE INTEGRATION', 'SOFTWARE ARCHITECTURE', 'PERFORMANCE OPTIMIZATION']",45.0,21000000.0,55000000.0,2,6,False,False,4 NĂM,30/12/2025,FPT SMART CLOUD (FCI),IT - PHẦN MỀM,TRƯỞNG NHÓM,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/fpt-smart-cloud-fci/78876.html,https://www.topcv.vn/viec-lam/fullstack-engineer-domain-ai-cloud/1859086.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096139,09/12/2025 18:13:02,STANDARD
COMPUTER VISION ENGINEER,"['VIỆC LÀM IT', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC']",1,['ĐÀ NẴNG'],"['HÀ NỘI', 'ĐÀ NẴNG']",100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['DEPLOYMENT', 'MACHINE LEARNING', 'DEEP LEARNING', 'DOCUMENT UNDERSTANDING', 'LARGE LANGUAGE MODELS', 'MULTIMODAL AI', 'TENSORFLOW', 'AI', 'PYTORCH', 'NLP', 'GIT', 'COMPUTER VISION', 'ALGORITHMS/DATA STRUCTURES']","['PYTHON', 'C++']","['READING AND UNDERSTANDING TECHNICAL DOCUMENTS', 'PROBLEM-SOLVING', 'COMMUNICATION SKILLS', 'WILLINGNESS TO LEARN']",45.0,12500000.0,21250000.0,2,6,False,False,1 NĂM,19/12/2025,"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-gia-dinh-ftech-co-ltd/126910.html,https://www.topcv.vn/viec-lam/computer-vision-engineer/1946250.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096139,09/12/2025 18:13:21,STANDARD
TRƯỞNG NHÓM ADMIN WEBSITE,"['VIỆC LÀM IT', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],1000.0,-1.0,['TIẾNG VIỆT'],"['FIGMA', 'PHOTOSHOP', 'UI-UX']",['UNKNOWN'],"['QUẢN LÝ ĐỘI NHÓM', 'ĐO LƯỜNG VÀ ĐÁNH GIÁ HIỆU QUẢ CÔNG VIỆC', 'TRẢI NGHIỆM NGƯỜI DÙNG', 'KỸ NĂNG GIAO TIẾP', 'THUYẾT PHỤC', 'GIẢI QUYẾT VẤN ĐỀ', 'LÊN KẾ HOẠCH', 'PHÁT TRIỂN VÀ ĐỊNH HƯỚNG TEAM', 'QUẢN TRỊ WEBSITE', 'LÃNH ĐẠO', 'PHÂN TÍCH WEBSITE', 'TƯ DUY PHẢN BIỆN', 'CHỊU KHÓ', 'CHĂM CHỈ', 'ĐỊNH HƯỚNG', 'CHỦ ĐỘNG', 'CẦN MẪN', 'KỸ NĂNG LÀM VIỆC NHÓM', 'HAM HỌC HỎI', 'QUẢN LÝ WEBSITE', 'PRODUCT OWNER', 'CẦU TIẾN', 'LÊN KẾ HOẠCH CÔNG VIỆC']",47.5,23000000.0,32000000.0,2,6,True,False,2 NĂM,31/12/2025,CELLPHONES,THƯƠNG MẠI ĐIỆN TỬ,TRƯỞNG NHÓM,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cellphones/9490.html,https://www.topcv.vn/viec-lam/truong-nhom-admin-website/1412666.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096139,09/12/2025 18:13:36,STANDARD
AUTOMATION TESTER,"['AUTOMATION TESTER', 'SOFTWARE TESTING', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['TESTRAIL', 'CSS', 'CYPRESS', 'UNIT TESTING', 'REGRESSION TESTING', 'GITHUB', 'END-TO-END TESTING', 'SELENIUM', 'PERFORMANCE TESTING', 'PLAYWRIGHT', 'TESTING CONCEPTS', 'DOM', 'AI', 'GIT', 'CI/CD', 'HTML', 'AGILE', 'INTEGRATION TESTING', 'JENKINS', 'UAT', 'GITHUB ACTIONS']","['TYPESCRIPT', 'JAVASCRIPT']","['KỸ NĂNG PHÂN TÍCH', 'GIẢI QUYẾT VẤN ĐỀ', 'CHỦ ĐỘNG', 'TINH THẦN TRÁCH NHIỆM', 'KỸ NĂNG GIAO TIẾP', 'LÀM VIỆC NHÓM', 'GIAO TIẾP TIẾNG ANH', 'TỰ CHỦ']",45.0,25000000.0,40000000.0,2,6,False,False,4 NĂM,19/12/2025,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,IT - PHẦN MỀM,TRƯỞNG NHÓM,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-kaopiz-holdings/161426.html,https://www.topcv.vn/viec-lam/automation-tester/982028.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096139,09/12/2025 18:13:50,STANDARD
JUNIOR JAVA DEVELOPER,"['SOFTWARE ENGINEER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",1,['KHÁNH HÒA'],['HÀ NỘI'],10000.0,-1.0,"['TIẾNG VIỆT', 'TIẾNG NHẬT', 'TIẾNG ANH']","['JDK', 'CI/CD', 'STRUTS', 'DOCKER', 'SPRING BOOT', 'POSTGRESQL', 'SPRING FRAMEWORK', 'ORACLE DATABASE', 'SPRING MVC', 'SVN', 'SPRING SECURITY', 'GIT']","['JAVA', 'SQL']","['CODE REVIEW', 'TEAMWORK', 'ANALYSIS', 'PROBLEM-SOLVING', 'COMMUNICATION', 'UNIT TESTING']",45.0,14062500.0,23750000.0,2,6,False,False,2 NĂM,19/12/2025,FPT SOFTWARE,TÀI CHÍNH,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/fpt-software/3.html,https://www.topcv.vn/viec-lam/junior-java-developer/1957907.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096139,09/12/2025 18:14:04,STANDARD
NHÂN VIÊN LẬP TRÌNH RUBY ON RAILS,"['VIỆC LÀM IT', 'CÔNG NGHỆ THÔNG TIN', 'BACKEND DEVELOPER', 'SOFTWARE ENGINEERING']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['RUBY ON RAILS', 'FRONT-END']",['RUBY'],"['PHÂN TÍCH', 'TRÁCH NHIỆM', 'REVIEW CODE', 'LÀM VIỆC ĐỘC LẬP', 'CHỦ ĐỘNG', 'TƯ DUY HỆ THỐNG', 'TINH THẦN HỌC HỎI', 'QUẢN LÝ THỜI GIAN', 'THIẾT KẾ', 'TEAMWORK', 'LÀM VIỆC NHÓM', 'SÁNG TẠO', 'QUẢN LÝ CÔNG VIỆC']",45.0,15000000.0,25000000.0,2,6,False,False,2 NĂM,31/03/2026,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,IT - PHẦN MỀM,TRƯỞNG NHÓM,TRUNG CẤP TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-amcolab/132095.html,https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-ruby-on-rails/1955811.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096139,09/12/2025 18:14:18,STANDARD
