Job_Title,Tech_Stack,Programming_Language,Roles,Recruitment_Count,Province,Company_Location,Current_Employee_Min,Current_Employee_Max,Language,Skills,Total_Work_Hour,Salary_Min,Salary_Max,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday
Nhân Viên Triển Khai Dự Án Cntt – Công Ty Tích Hợp Hệ Thống,"['CISCO', 'HP', 'DELL', 'FORTINET', 'NETWORK', 'WIRELESS', 'FIREWALL', 'VIRTUALIZATION', 'MICROSOFT', 'VMWARE', 'SERVER', 'STORAGE', 'TCP/IP', 'VLAN', 'CCNA', 'CCNP', 'MCSA', 'MCSE', 'WINDOWS SERVER', 'LINUX', 'HPE', 'IBM']",[],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'SYSTEM ENGINEER', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],[],45.0,10000000.0,15000000.0,2.0,6.0,False,False
Middle SAP MM/SD Consultant,"['SAP ERP', 'LOGISTICS', 'SAP MM', 'SAP PP', 'SAP SD', 'SAP ARIBA', 'ERP']",[],"['IT CONSULTANT', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['PHÂN TÍCH YÊU CẦU', 'XỬ LÝ SỰ CỐ', 'THIẾT KẾ CHỨC NĂNG', 'PHÂN TÍCH NGHIỆP VỤ', 'HỖ TRỢ PRESALES', 'TIẾNG ANH', 'GIAO TIẾP', 'HỖ TRỢ DEMO', 'CHUẨN BỊ TÀI LIỆU', 'TRÌNH BÀY', 'KỸ NĂNG LÀM VIỆC NHÓM', 'TINH THẦN HAM HỌC HỎI', 'CHỊU ĐƯỢC ÁP LỰC', 'KỸ NĂNG XỬ LÝ VẤN ĐỀ', 'TƯ DUY TỐT']",45.0,,25000000.0,2.0,6.0,False,False
Nhân Viên IT Support,"['OFFICE 365', 'SERVER', 'NETWORK', 'SERVICEDESK', 'WINDOWS', 'LINUX', 'MCSA', 'CCNA', 'FIREWALL', 'PFSENSE', 'OPNSENSE', 'VOIP', 'OPENVPN', 'VIRTUALIZATION', 'VMWARE', 'PROXMOX', 'HARDWARE', 'CAMERA', 'MACOS', 'INFORMATION SECURITY']",[],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'IT HELPDESK/IT SUPPORT', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['HỖ TRỢ NGƯỜI DÙNG', 'XỬ LÝ SỰ CỐ', 'CÀI ĐẶT PHẦN MỀM', 'QUẢN LÝ THIẾT BỊ', 'BẢO HÀNH', 'BẢO TRÌ MÁY TÍNH', 'LÀM VIỆC ĐỘC LẬP', 'CHỦ ĐỘNG', 'SÁNG TẠO', 'TRUNG THỰC', 'TUÂN THỦ', 'TINH THẦN CẦU TIẾN', 'CHỊU KHÓ', 'HAM HỌC HỎI', 'QUẢN TRỊ HỆ THỐNG MẠNG', 'LẮP ĐẶT PHẦN CỨNG', 'CÀI ĐẶT HỆ ĐIỀU HÀNH', 'THI CÔNG HỆ THỐNG MẠNG MÁY TÍNH', 'KHẮC PHỤC SỰ CỐ MÁY TÍNH', 'KIẾN THỨC VỀ PHẦN CỨNG MÁY TÍNH', 'KIẾN THỨC VỀ MẠNG MÁY TÍNH', 'KIẾN THỨC VỀ HỆ ĐIỀU HÀNH WINDOWS VÀ MACOS']",45.0,10000000.0,15000000.0,2.0,6.0,False,False
Business Development,"['DIGITAL MARKETING', 'CONTENT', 'COMMUNITY BUILDING']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",3,['ĐÀ NẴNG'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH', 'TIẾNG TRUNG']","['MARKETING', 'GIAO TIẾP', 'THUYẾT TRÌNH', 'HỌC HỎI', 'TIẾNG ANH', 'TIẾNG TRUNG', 'XÂY DỰNG MỐI QUAN HỆ', 'ĐÀM PHÁN', 'NGHIÊN CỨU THỊ TRƯỜNG']",,,30000000.0,2.0,6.0,True,False
Lập Trình Viên Backend,"['API', 'SPRING BOOT', 'SPRING CLOUD', 'MYBATIS', 'MYSQL', 'REDIS', 'MESSAGE QUEUE', 'KAFKA', 'RABBITMQ', 'LINUX', 'NGINX', 'SHELL', 'RESTFUL', 'REACT', 'VUE', 'NODE.JS', 'FLUTTER WEB', 'DOCKER', 'CI/CD', 'KUBERNETES', 'DEVOPS', 'PROMETHEUS', 'ELK', 'SKYWALKING', 'OPENAPI', 'SWAGGER', 'POSTMAN']","['JAVA', 'SQL', 'NOSQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",2,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG TRUNG', 'TIẾNG ANH']","['THIẾT KẾ API', 'XÂY DỰNG MÔ HÌNH CƠ SỞ DỮ LIỆU', 'PHÁT TRIỂN NGHIỆP VỤ', 'TÁCH DỊCH VỤ', 'TỐI ƯU HÓA HIỆU NĂNG HỆ THỐNG', 'TRIỂN KHAI SERVER', 'GIÁM SÁT LOG', 'XỬ LÝ SỰ CỐ', 'SOẠN THẢO TÀI LIỆU KỸ THUẬT', 'VIẾT TÀI LIỆU KỸ THUẬT', 'TỐI ƯU HÓA CƠ SỞ DỮ LIỆU', 'TỐI ƯU HIỆU NĂNG BACKEND', 'TINH THẦN TRÁCH NHIỆM CAO', 'GIAO TIẾP TỐT', 'KHẢ NĂNG TỰ GIẢI QUYẾT VẤN ĐỀ ĐỘC LẬP']",,10000000.0,20000000.0,2.0,6.0,True,False
Nhân Viên Kỹ Thuật Triển Khai,"['WINDOWS', 'DHCP', 'DNS', 'CMD', 'HARDWARE', 'POS', 'HELPDESK', 'NETWORKING', 'INFORMATION SYSTEMS']",['SQL'],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'IT HELPDESK/IT SUPPORT', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['HỌC HỎI VÀ THÍCH NGHI', 'GIAO TIẾP (NÓI VÀ VIẾT)', 'GIẢI QUYẾT VẤN ĐỀ', 'LÀM VIỆC NHÓM', 'THÍCH ỨNG VỚI THAY ĐỔI']",50.0,7000000.0,10000000.0,2.0,6.0,False,False
Backend Nodejs Developer,"['OOP', 'WEB', 'MOBILE', 'RESTFUL APIS', 'NO-SQL', 'RDBMS', 'MONGODB', 'MYSQL', 'GIT', 'NODEJS']","['JAVASCRIPT', 'TYPESCRIPT', 'NOSQL', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",5,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['PROBLEM RESOLUTION', 'USER SUPPORT', 'PROJECT MANAGEMENT', 'TECHNICAL DOCUMENTATION', 'USER DOCUMENTATION', 'LEADERSHIP', 'CODE REVIEW', 'ALGORITHM & STRUCTURES', 'ANALYTICAL SKILLS', 'TEAM PLAYER', 'INTERPERSONAL SKILLS', 'COMMUNICATION SKILLS']",,20000000.0,50000000.0,2.0,6.0,False,False
Business Analyst (BA),"['JIRA', 'CONFLUENCE', 'FIGMA', 'MIRO', 'MICROSERVICE', 'DATABASE', 'BRD', 'USE CASE', 'FLOWCHART', 'WIREFRAME', 'MOCKUP']",[],"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'BUSINESS ANALYST (PHÂN TÍCH NGHIỆP VỤ)', 'VIỆC LÀM IT']",30,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['QUẢN LÝ DỰ ÁN', 'PHÂN TÍCH YÊU CẦU', 'THIẾT KẾ VÀ PHÂN TÍCH MÔ HÌNH MICROSERVICE', 'THIẾT KẾ VÀ PHÂN TÍCH DATABASE', 'THU THẬP, TỔNG HỢP, PHÂN TÍCH YÊU CẦU', 'TƯ DUY LOGIC', 'GIẢI QUYẾT VẤN ĐỀ', 'GIAO TIẾP', 'PHẢN BIỆN', 'TRÌNH BÀY']",45.0,,40000000.0,2.0,6.0,False,False
Backend Developer PHP - Laravel,"['LARAVEL', 'MYSQL', 'POSTGRESQL', 'MONGODB', 'HTML5', 'CSS3', 'REACTJS', 'VUEJS', 'JQUERY', 'SERVER']","['PHP', 'JAVASCRIPT', 'SQL', 'NOSQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['TƯ DUY HỆ THỐNG', 'TƯ DUY LOGIC', 'TÌM HIỂU CÔNG NGHỆ MỚI', 'NHIỆT TÌNH', 'CÓ TRÁCH NHIỆM TRONG CÔNG VIỆC', 'KỸ NĂNG TEAMWORK']",40.0,20000000.0,40000000.0,2.0,6.0,False,False
Flutter Developer,"['MOBILE', 'FLUTTER', 'OOP', 'FIREBASE', 'SQLITE', 'REALM', 'FIGMA', 'REST API', 'HTTP', 'DIO', 'GIT', 'STATE MANAGEMENT', 'PROVIDER', 'GETX', 'UI/UX']","['DART', 'SQL', 'NOSQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'MOBILE DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['TỐI ƯU HOÁ ỨNG DỤNG', 'LÀM VIỆC ĐỘC LẬP', 'TỰ HỌC HỎI', 'TÍNH TỰ GIÁC CAO', 'TỰ CHỦ ĐỘNG TRONG CÔNG VIỆC']",45.0,14000000.0,20000000.0,2.0,6.0,False,False
Unity Developer,"['UNITY', 'ANDROID', 'IOS', 'AI', 'UI', 'FIREBASE', 'IRONSOURCE', 'ADMOB', 'MOBILE', 'CONSOLE', 'PC', 'UX', 'PARTICLE SYSTEM', 'ANIMATION', 'PHYSICS 3D', 'GAMEMAKER', 'OOP', 'GIT']",['C#'],"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'SOFTWARE ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['TƯ DUY PHÁT TRIỂN SẢN PHẨM', 'VIẾT CODE SẠCH', 'HAM HỌC HỎI', 'THÍCH NGHI NHANH', 'CHỊU ÁP LỰC', 'GIẢI QUYẾT VẤN ĐỀ', 'KỸ NĂNG PHÂN TÍCH', 'LÀM VIỆC NHÓM', 'FIX BUG']",51.75,,,2.0,6.0,True,False
Kỹ Sư Java Backend Triển Khai Dự Án Lớn BPM/CRM,"['BPM', 'CRM', 'SPRING BOOT', 'BPMN 2.0', 'MYSQL', 'POSTGRESQL', 'KAFKA', 'DOCKER', 'KUBERNETES', 'RXJAVA2', 'MICROSERVICES', 'API GATEWAY', 'GRAFANA', 'VERT.X', 'JWT', 'SSL/TLS', 'RSA', 'JOOQ', 'HIBERNATE', 'ELASTICSEARCH', 'REDIS', 'BASH SCRIPTS', 'JSON', 'XML', 'JDBC', 'ORM', 'KAFKA CLIENT API', 'SPRING DATA REDIS', 'SPRING DATA ELASTICSEARCH', 'RESTFUL API', 'UNIT TESTING', 'INTEGRATION TESTING', 'SPRING MVC', 'MONGODB']","['JAVA', 'SQL', 'NOSQL', 'BASH']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",11,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,['TIẾNG VIỆT'],"['PHÂN TÍCH VÀ THIẾT KẾ QUY TRÌNH', 'BPM DESIGN', 'QUẢN LÝ LUỒNG DỮ LIỆU', 'GIÁM SÁT VÀ TỐI ƯU HIỆU SUẤT', 'BẢO MẬT', 'TRIỂN KHAI VÀ BẢO TRÌ', 'PHÂN TÍCH NGHIỆP VỤ', 'DEVOPS', 'GHI LẠI TÀI LIỆU KỸ THUẬT', 'TESTING', 'BUG FIXING']",45.0,,,2.0,6.0,False,False
Intern Web Developer,"['VUE.JS', 'REACT.JS', 'NEXT.JS', 'RESTFUL API', 'CHATBOT', 'AI', 'FULL-STACK']",['JAVASCRIPT'],"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'SOFTWARE ENGINEER', 'VIỆC LÀM IT']",2,['THANH HÓA'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['HAM HỌC HỎI', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'GIAO TIẾP TỐT', 'KHẢ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'LẬP TRÌNH CƠ BẢN', 'KIẾN THỨC VỀ CẤU TRÚC DỮ LIỆU VÀ THUẬT TOÁN']",55.0,9000000.0,11000000.0,2.0,6.0,True,False
"Fullstack Developer (.NET, React, SQL, C#)","['.NET CORE', 'REACTJS', 'RDBMS', 'MYSQL', 'APACHE KAFKA', 'MESSAGE QUEUE', 'RESTFUL APIS']","['C#', 'TYPESCRIPT', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'FULLSTACK DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['PHÂN TÍCH', 'THIẾT KẾ PHẦN MỀM', 'PHÁT TRIỂN PHẦN MỀM', 'TỐI ƯU HÓA HIỆU SUẤT HỆ THỐNG', 'NGHIÊN CỨU CÔNG NGHỆ MỚI', 'XÂY DỰNG VÀ DUY TRÌ CƠ SỞ DỮ LIỆU', 'VIẾT TÀI LIỆU KỸ THUẬT', 'KIỂM THỬ', 'GỠ LỖI', 'GIẢI QUYẾT VẤN ĐỀ', 'TƯ DUY SẢN PHẨM']",47.5,,37500000.0,2.0,6.0,False,False
Chuyên Viên Kinh Doanh Dịch Vụ It & Phần Mềm,"['DỮ LIỆU', 'BẢO MẬT DỮ LIỆU']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],10.0,24.0,['TIẾNG VIỆT'],"['NGHIÊN CỨU THỊ TRƯỜNG', 'XÂY DỰNG MỐI QUAN HỆ', 'TƯ VẤN GIẢI PHÁP', 'PHÂN TÍCH', 'QUẢN LÝ QUY TRÌNH BÁN HÀNG', 'ĐÀM PHÁN', 'THƯƠNG LƯỢNG', 'CHĂM SÓC KHÁCH HÀNG', 'BÁN CHÉO', 'BÁN THÊM', 'GIẢI QUYẾT VẤN ĐỀ', 'KINH DOANH DỰ ÁN B2B', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG THUYẾT TRÌNH', 'TƯ DUY LOGIC', 'KỸ NĂNG XÂY DỰNG VÀ DUY TRÌ MỐI QUAN HỆ KHÁCH HÀNG']",45.0,30000000.0,80000000.0,2.0,6.0,False,False
IT Engineer – Kỹ Sư IT (Front-End & Back-End ),"['HTML', 'CSS', 'VUE', 'REACT', 'ANGULAR', 'WEBPACK', 'VITE', 'NPM', 'RESTFUL API', 'MOBILE', 'PMS', 'SPRING BOOT', 'DJANGO', 'LARAVEL', 'EXPRESS', 'MYSQL', 'POSTGRESQL', 'SQL SERVER', 'REDIS', 'RABBITMQ', 'KAFKA', 'MICROSERVICES', 'OTA']","['JAVASCRIPT', 'JAVA', 'GO', 'PYTHON', 'PHP', 'NODE.JS', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",2,['TÂY NINH'],['TÂY NINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['THIẾT KẾ UI', 'TƯƠNG TÁC TỐT', 'CHẤT LƯỢNG MÃ NGUỒN', 'GIAO TIẾP TỐT', 'XỬ LÝ VẤN ĐỀ TỐT', 'TỐI ƯU HIỆU NĂNG HỆ THỐNG', 'CODE DỄ MỞ RỘNG & BẢO TRÌ', 'TEAMWORK', 'TRÁCH NHIỆM CAO']",,18000000.0,22000000.0,,,,
Business Analyst,"['AGILE', 'SCRUM', 'WIREFRAME', 'MOCKUP', 'SDLC', 'BPMN', 'UML', 'JIRA', 'CONFLUENCE', 'DRAW.IO', 'FIGMA', 'BALSAMIQ', 'UI/UX', 'DATABASE', 'ERP', 'CRM', 'UAT', 'USE CASE', 'FLOWCHART']",['REST API'],"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'BUSINESS ANALYST', 'VIỆC LÀM IT']",10,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['PHÂN TÍCH NGHIỆP VỤ', 'THU THẬP YÊU CẦU', 'ĐỀ XUẤT GIẢI PHÁP', 'VIẾT TÀI LIỆU', 'ĐÀO TẠO NGƯỜI DÙNG', 'TỐI ƯU QUY TRÌNH', 'MÔ HÌNH HÓA QUY TRÌNH', 'GIAO TIẾP', 'LẮNG NGHE', 'TRÌNH BÀY', 'LÀM VIỆC VỚI KHÁCH HÀNG', 'TƯ DUY LOGIC', 'TƯ DUY PHẢN BIỆN', 'GIẢI QUYẾT VẤN ĐỀ', 'TIẾNG ANH', 'PHÂN TÍCH DỮ LIỆU']",45.0,,30000000.0,2.0,6.0,False,False
Shopify Developer - Her Intima,"['SHOPIFY', 'API', 'CSS', 'CRO', 'A/B TESTING', 'META PIXEL', 'CAPI', 'UI']","['JAVASCRIPT', 'LIQUID']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'FRONTEND DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,['TIẾNG VIỆT'],['LÀM VIỆC CHẶT CHẼ VỚI MARKETING – R&D – DESIGN'],51.5,,15000000.0,2.0,6.0,True,False
Nhân Viên Kinh Doanh Ngành Game,,,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['HIỂU BIẾT VỀ NGÀNH GAME', 'NHANH NHẸN', 'CHĂM CHỈ', 'TIẾNG ANH']",45.0,6000000.0,12000000.0,2.0,6.0,False,False
Nhân Viên Kinh Doanh Phần Mềm Cogover CRM/ERP,"['CRM', 'ERP', 'CDP', 'HRM', 'API', 'SDR']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,['HỒ CHÍ MINH'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['KINH DOANH PHẦN MỀM', 'HAM HỌC HỎI', 'KỸ NĂNG THÍCH NGHI', 'TƯ DUY LOGIC', 'KỸ NĂNG GIAO TIẾP', 'KINH DOANH B2B', 'TƯ VẤN', 'ĐÀM PHÁN', 'KỸ NĂNG THUYẾT TRÌNH']",46.25,15000000.0,60000000.0,2.0,6.0,False,False
Nhân Viên Tư Vấn Triển Khai Phần Mềm,[],[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",8,['HỒ CHÍ MINH'],['CẦN THƠ'],1000.0,,['TIẾNG VIỆT'],"['GIAO TIẾP', 'HỌC HỎI', 'PHÂN TÍCH NGHIỆP VỤ', 'GIẢI QUYẾT VẤN ĐỀ', 'KIẾN THỨC VỀ PHẦN MỀM', 'THUYẾT TRÌNH']",49.0,7000000.0,15000000.0,2.0,6.0,True,False
Nhân Viên Kinh Doanh / Tư Vấn (Hỗ Trợ Data),"['MS WORD', 'MS EXCEL', 'INTERNET']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",5,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['TIN HỌC VĂN PHÒNG', 'KỸ NĂNG GIAO TIẾP', 'TƯ VẤN', 'KINH DOANH', 'BÁN HÀNG', 'NĂNG ĐỘNG', 'CHỊU KHÓ', 'KIÊN TRÌ', 'CẦN CÙ', 'TINH THẦN TRÁCH NHIỆM']",45.0,10000000.0,30000000.0,2.0,6.0,False,False
IT Helpdesk,"['NETWORK', 'ROUTING', 'VLAN', 'VPN', 'FIREWALL']",[],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'IT HELPDESK/IT SUPPORT', 'VIỆC LÀM IT']",1,['TÂY NINH'],"['LONG AN', 'HỒ CHÍ MINH']",100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG LÀM VIỆC NHÓM', 'KHẢ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'KIẾN THỨC VỀ PHẦN MỀM', 'KIẾN THỨC VỀ PHẦN CỨNG MÁY TÍNH', 'ĐỌC HIỂU TIẾNG ANH']",44.0,10000000.0,12000000.0,2.0,6.0,True,False
"Nhân Viên Kinh Doanh Phần Mềm, Đi Thị Trường","['MICROSOFT OFFICE', 'CRM']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",3,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['KỸ NĂNG BÁN HÀNG', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG ĐÀM PHÁN', 'KỸ NĂNG THUYẾT PHỤC', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'KỸ NĂNG ĐÀM PHÁN VÀ THƯƠNG LƯỢNG', 'KỸ NĂNG GIAO TIẾP VÀ THUYẾT TRÌNH', 'KỸ NĂNG LẬP KẾ HOẠCH VÀ QUẢN LÝ THỜI GIAN', 'HIỂU BIẾT VỀ SẢN PHẨM PHẦN MỀM', 'KỸ NĂNG XỬ LÝ VẤN ĐỀ VÀ GIẢI QUYẾT XUNG ĐỘT']",48.0,15000000.0,20000000.0,2.0,6.0,True,False
Nhân Viên Kinh Doanh Phần Mềm/ Sales B2B/ Nhân Viên Tư Vấn,['PHẦN MỀM'],[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['KỸ NĂNG QUẢN LÝ', 'KỸ NĂNG GIAO TIẾP', 'TINH THẦN TRÁCH NHIỆM', 'LÀM VIỆC NHÓM', 'PHỐI HỢP VỚI CÁC PHÒNG BAN', 'TINH THẦN CẦU TIẾN', 'CHỦ ĐỘNG HỌC HỎI', 'THÍCH NGHI NHANH', 'THUYẾT TRÌNH', 'TÌM KIẾM KHÁCH HÀNG', 'XÂY DỰNG MỐI QUAN HỆ', 'ĐÀM PHÁN', 'BÁN HÀNG B2B', 'PITCHING', 'DEMO', 'PHÂN TÍCH NHU CẦU', 'TƯ VẤN']",47.5,15000000.0,40000000.0,2.0,6.0,False,False
QA Manual Mid/Senior Onsite Ocean Park 1,"['WEB', 'MOBILE APP', 'API', 'POSTMAN', 'JIRA', 'REDMINE', 'AGILE/SCRUM', 'HRM', 'ERP']",[],"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'QA ENGINEER', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,['TIẾNG VIỆT'],"['PHÂN TÍCH YÊU CẦU', 'THIẾT KẾ TEST SCENARIO', 'THIẾT KẾ TEST CASE', 'KIỂM THỬ MANUAL', 'KIỂM THỬ FUNCTIONAL', 'KIỂM THỬ REGRESSION', 'KIỂM THỬ INTEGRATION', 'KIỂM THỬ UI/UX', 'KIỂM THỬ SMOKE', 'KIỂM THỬ API', 'LÀM VIỆC NHÓM', 'BÁO CÁO LỖI', 'CẢI TIẾN QUY TRÌNH TEST', 'QUY TRÌNH KIỂM THỬ PHẦN MỀM', 'PHÂN TÍCH NGHIỆP VỤ', 'CẨN THẬN', 'TRÁCH NHIỆM CAO']",,17000000.0,22000000.0,,,False,False
Graphic Design / Thiết Kế Đồ Hoạ,"['PHOTOSHOP', 'ILLUSTRATOR', 'INDESIGN']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['SÁNG TẠO', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'THỂ HIỆN BẰNG HÌNH ẢNH CÁC Ý TƯỞNG TRUYỀN THÔNG']",,,,,,,
Nhân Viên Kinh Doanh Phần Mềm - Sales Development Representative,"['AI', 'NO-CODE/LOW-CODE', 'API', 'CRM', 'CDP', 'HRM']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,['HỒ CHÍ MINH'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['KINH DOANH PHẦN MỀM', 'HAM HỌC HỎI', 'KHẢ NĂNG THÍCH ỨNG NHANH', 'TƯ DUY LOGIC', 'TƯ DUY GIẢI PHÁP', 'GIAO TIẾP', 'TỰ TIN', 'TELESALES', 'KINH DOANH B2B', 'XÂY DỰNG MỐI QUAN HỆ']",46.25,8000000.0,25000000.0,2.0,6.0,False,False
