Job_Title,Roles,Recruitment_Count,Province,Company_Location,Current_Employee_Min,Current_Employee_Max,Language,Tech_Stack,Programming_Language,Skills,Total_Work_Hour,Salary_Min,Salary_Max,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday,Experience_Years,Deadline,Company_Name,Company_Industry,Job_Level,Academic_Level,Job_Type,Company_URL,Job_URL,Date_Crawl,Layout_Type
Chuyên Viên Vận Hành ERP,"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'SYSTEM ADMINISTRATOR', 'VIỆC LÀM IT']",1,['NGHỆ AN'],['HỒ CHÍ MINH'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['ERP', 'MS365 BC', 'NAV', 'WINDOWS', 'NETWORK', 'OFFICE 365', 'DOMAIN', 'SERVER', 'FIREWALL']",,"['QUẢN LÝ HỆ THỐNG', 'KHẮC PHỤC SỰ CỐ', 'GIÁM SÁT HIỆU SUẤT', 'QUẢN LÝ MẠNG', 'ĐỌC HIỂU TÀI LIỆU CHUYÊN NGÀNH TIẾNG ANH', 'THẲNG THẮN', 'TRUNG THỰC', 'QUẢN LÝ DỰ ÁN']",60.0,,,2,6,True,False,2 năm,23/12/2025,CÔNG TY CỔ PHẦN NGUYÊN LIỆU Á CHÂU AIG,Khác,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-nguyen-lieu-a-chau-aig/150920.html,https://www.topcv.vn/viec-lam/chuyen-vien-van-hanh-erp/1961552.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:30:19,standard
Nhân Viên Kinh Doanh Thiết Bị Tin Học,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES KỸ THUẬT (SALES ENGINEER)', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'BÁN HÀNG KỸ THUẬT IT', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['BÌNH DƯƠNG'],1.0,9.0,['TIẾNG VIỆT'],"['SOFTWARE', 'HARDWARE', 'IT']",,"['KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG THUYẾT TRÌNH', 'KỸ NĂNG ĐÀM PHÁN', 'KỸ NĂNG THUYẾT PHỤC', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'KỸ NĂNG PHÂN TÍCH', 'GIẢI QUYẾT VẤN ĐỀ', 'RA QUYẾT ĐỊNH', 'LÀM VIỆC DƯỚI ÁP LỰC CAO', 'KỸ NĂNG BÁN HÀNG']",57.0,,,2,6,True,False,Dưới 1 năm,23/12/2025,CÔNG TY TNHH TM DV ĐT TIN HỌC BÁCH VIỆT,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tm-dv-dt-tin-hoc-bach-viet/41396.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-thiet-bi-tin-hoc/1961547.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:30:36,standard
Chuyên Viên Phát Triển Mobile App,"['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT', 'MOBILE DEVELOPER']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['MOBILE', 'ANDROID', 'IOS', 'FLUTTER', 'OOP', 'DATA STRUCTURES', 'BLOC', 'PROVIDER', 'RIVERPOD', 'GETX', 'REST APIS', 'SOCKET', 'MQTT', 'FIREBASE', 'FIRESTORE', 'AUTHENTICATION', 'FCM', 'ANALYTICS', 'MVVM', 'MVP', 'CLEAN ARCHITECTURE', 'GIT', 'CI/CD', 'JIRA', 'AGILE']","['DART', 'NOSQL']","['TỐI ƯU HIỆU NĂNG', 'PHÁT HÀNH ỨNG DỤNG', 'THIẾT KẾ HỆ THỐNG', 'BẢO MẬT ỨNG DỤNG']",51.5,14000000.0,20000000.0,2,6,True,False,2 năm,23/12/2025,CÔNG TY TNHH HỌC LÝ PHƯƠNG ĐÔNG,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-hoc-ly-phuong-dong/240446.html,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-mobile-app/1961544.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:30:52,standard
Chuyên Viên Hệ Thống Backend,"['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['AI', 'API', 'MOBILE', 'FRONT-END', 'BACKEND', '.NET', '.NET FRAMEWORK', '.NET CORE', 'ASP.NET', 'ENTITY FRAMEWORK', 'MVC', 'RESTFUL API', 'DESIGN PATTERN', 'SYSTEM ARCHITECTURE', 'MICROSERVICES', 'REALTIME SYSTEM', 'SERVER', 'DATABASE']",['C#'],"['CODING', 'DEBUGGING', 'PHÂN TÍCH VÀ THIẾT KẾ HỆ THỐNG', 'NGHIÊN CỨU VÀ ÁP DỤNG CÁC CÔNG NGHỆ MỚI', 'TỐI ƯU HÓA HIỆU QUẢ', 'XÂY DỰNG KIẾN TRÚC HỆ THỐNG', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'TƯ DUY LOGIC', 'GIẢI QUYẾT VẤN ĐỀ', 'TINH THẦN TRÁCH NHIỆM']",51.5,20000000.0,30000000.0,2,6,True,False,3 năm,23/12/2025,CÔNG TY TNHH HỌC LÝ PHƯƠNG ĐÔNG,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-hoc-ly-phuong-dong/240446.html,https://www.topcv.vn/viec-lam/chuyen-vien-he-thong-backend/1961540.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:31:09,standard
Chuyên Viên Hệ Thống Backend Fastapi,"['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['AI', 'API', 'RESTFUL API', 'MVC', 'DOCKER', 'LINUX', 'BASH', 'MONGODB', 'POSTGRESQL', 'SERVER PUSH', 'REVERSE PROXY', 'LOAD BALANCER', 'ZERO DOWNTIME DEPLOYMENT', 'LLM', 'RAG', 'AGENT', 'CI/CD', 'KUBERNETES', 'FASTAPI']","['PYTHON', 'NODE.JS', 'SQL', 'NOSQL']","['TỐI ƯU HIỆU SUẤT', 'BẢO MẬT', 'PHÂN TÍCH YÊU CẦU', 'LẬP KẾ HOẠCH PHÁT TRIỂN SẢN PHẨM']",51.5,17000000.0,25000000.0,2,6,True,False,2 năm,23/12/2025,CÔNG TY TNHH HỌC LÝ PHƯƠNG ĐÔNG,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-hoc-ly-phuong-dong/240446.html,https://www.topcv.vn/viec-lam/chuyen-vien-he-thong-backend-fastapi/1961541.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:31:23,standard
Chuyên Viên Phát Triển Game Unity (Casual/Puzzle),"['CÔNG NGHỆ THÔNG TIN', 'GAME DEVELOPMENT', 'VỊ TRÍ GAME DEVELOPMENT KHÁC', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['UNITY', 'MOBILE', 'OOP', 'DESIGN PATTERN', 'ANIMATIONS', 'EFFECTS & PARTICLES', 'PHYSICS', 'GAME 3D']",['C#'],"['CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT', 'TƯ DUY LẬP TRÌNH', 'TƯ DUY LOGIC', 'GIẢI QUYẾT VẤN ĐỀ', 'LÀM VIỆC NHÓM', 'LÀM VIỆC ĐỘC LẬP', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'CÓ TRÁCH NHIỆM TRONG CÔNG VIỆC', 'HAM HỌC HỎI', 'TƯ DUY PHÁT TRIỂN']",51.5,20000000.0,30000000.0,2,6,True,False,3 năm,23/12/2025,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-nhan-thuc-may-horus-ai/217777.html,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-game-unity-casual-puzzle/1961510.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:31:40,standard
Nhân Viên 2D Artist Thiết Kế Ấn Phẩm Quảng Cáo,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'NGHỆ THUẬT/HOẠT HÌNH/GAME', 'ILLUSTRATION', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['PHOTOSHOP', 'ILLUSTRATOR', 'GRAPHIC DESIGN', 'AI', 'GAME', 'APP']",,"['TƯ DUY BỐ CỤC', 'MỸ THUẬT HỘI HOẠ', 'ĐỒ HOẠ', 'THIẾT KẾ ĐA PHƯƠNG TIỆN', 'LEADERSHIP', 'KHẢ NĂNG LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'KHẢ NĂNG SÁNG TẠO', 'TƯ DUY HÌNH ẢNH', 'KỸ NĂNG VẼ TAY', 'TƯ DUY MÀU SẮC', 'TYPOGRAPHY']",51.5,10000000.0,17000000.0,2,6,True,False,1 năm,25/12/2025,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-nhan-thuc-may-horus-ai/217777.html,https://www.topcv.vn/viec-lam/nhan-vien-2d-artist-thiet-ke-an-pham-quang-cao/1791271.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:31:55,standard
Nhân Viên Playable Ads Unity,"['CÔNG NGHỆ THÔNG TIN', 'GAME DEVELOPMENT', 'VỊ TRÍ GAME DEVELOPMENT KHÁC', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['UNITY', 'LUNA', 'MINTEGRAL', 'GOOGLE UAC', 'APPLOVIN', 'IRONSOURCE', 'HTML', 'CSS', 'HTML5', 'DESIGN PATTERNS', 'SINGLETON', 'OBJECT POOL', 'OBSERVER', 'GIT', 'ANIMATION', 'UI', 'SOUND']","['C#', 'JAVASCRIPT']","['TƯ DUY LOGIC', 'GIẢI QUYẾT VẤN ĐỀ', 'HAM HỌC HỎI', 'TÌM HIỂU VÀ ÁP DỤNG NHỮNG CÔNG NGHỆ MỚI', 'TỐI ƯU GAME', 'TRÁCH NHIỆM CAO TRONG CÔNG VIỆC', 'THÁI ĐỘ CẦU TIẾN', 'A/B TESTING', 'PHÂN TÍCH XU HƯỚNG NGƯỜI CHƠI', 'XÂY DỰNG KỊCH BẢN']",51.5,10000000.0,15000000.0,2,6,True,False,Dưới 1 năm,25/12/2025,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-nhan-thuc-may-horus-ai/217777.html,https://www.topcv.vn/viec-lam/nhan-vien-playable-ads-unity/1799489.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:32:08,standard
Lập Trình Unity Game 3d,"['CÔNG NGHỆ THÔNG TIN', 'GAME DEVELOPMENT', 'VỊ TRÍ GAME DEVELOPMENT KHÁC', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['UNITY', 'ANDROID', 'IOS', 'MOBILE', 'DESIGN PATTERN', 'SINGLETON', 'OBJECT POOL', 'TOÁN HỌC']",['C#'],"['LẬP TRÌNH HƯỚNG ĐỐI TƯỢNG', 'CẤU TRÚC DỮ LIỆU', 'THUẬT TOÁN']",51.5,10000000.0,20000000.0,2,6,True,False,1 năm,26/12/2025,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-nhan-thuc-may-horus-ai/217777.html,https://www.topcv.vn/viec-lam/lap-trinh-unity-game-3d/1920592.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:32:25,standard
Nhân Viên 2D UI/UX Artist Game Mobile,"['SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'NGHỆ THUẬT/HOẠT HÌNH/GAME', 'ILLUSTRATION', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['UI', 'UX', 'ADOBE PHOTOSHOP', 'ADOBE ILLUSTRATOR', 'AI', 'MOBILE']",,"['TƯ DUY BỐ CỤC', 'TƯ DUY MÀU SẮC', 'HAM HỌC HỎI', 'THIẾT KẾ ĐỒ HỌA 2D', 'THIẾT KẾ GIAO DIỆN NGƯỜI DÙNG (UI)', 'THIẾT KẾ TRẢI NGHIỆM NGƯỜI DÙNG (UX)', 'SÁNG TẠO', 'KỸ NĂNG NGHIÊN CỨU']",51.5,10000000.0,18000000.0,2,6,True,False,1 năm,25/12/2025,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-nhan-thuc-may-horus-ai/217777.html,https://www.topcv.vn/viec-lam/nhan-vien-2d-ui-ux-artist-game-mobile/1791239.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:32:40,standard
Chuyên Viên Thiết Kế Game/ Game Designer,"['GAME DEVELOPMENT', 'GAME DESIGN', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['UI/UX', 'MOBILE', 'GAME ENGINE', 'UNITY', 'UNREAL ENGINE', 'GODOT']","['C#', 'C++', 'JAVA', 'LUA']","['KỸ NĂNG TƯ DUY', 'SÁNG TẠO', 'KHẢ NĂNG LOGIC', 'KỸ NĂNG TÌM KIẾM', 'XỬ LÝ VÀ TỔNG HỢP THÔNG TIN', 'PHÂN TÍCH CHỈ SỐ', 'LÀM VIỆC NHÓM', 'THIẾT KẾ GAME', 'THIẾT KẾ LEVEL', 'THIẾT KẾ GAMEPLAY']",51.5,12000000.0,17000000.0,2,6,True,False,1 năm,25/12/2025,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-nhan-thuc-may-horus-ai/217777.html,https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-game-game-designer/1790333.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:32:58,standard
Họa Sĩ Vẽ Tranh 2d/ 2d Comic Illustrator (Full-time Or Hybrid),"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'NGHỆ THUẬT/HOẠT HÌNH/GAME', 'ILLUSTRATION', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['COMIC', 'MANGA', 'POP-ART', 'AOP', 'DTG', 'DIGITAL DRAWING']",,"['KỸ NĂNG VẼ TAY', 'GU THẨM MỸ', 'BỐ CỤC', 'LÀM VIỆC NHÓM', 'SÁNG TẠO']",52.0,12000000.0,18000000.0,2,6,True,False,1 năm,Null,CÔNG TY TNHH TOBI HOLDINGS,Thời trang,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tobi-holdings/228270.html,https://www.topcv.vn/viec-lam/hoa-si-ve-tranh-2d-2d-comic-illustrator-full-time-or-hybrid-luong-12-18-trieu-thang/1944701.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:33:10,standard
Trưởng Bộ Phận QA/QC - Dự Án Vành Đai 4,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'QA ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HỒ CHÍ MINH'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['QA/QC', 'QS', 'SHOPDRAWING', 'MICROSOFT OFFICE', 'AUTOCAD']",,"['QUẢN LÝ CHẤT LƯỢNG', 'KIẾN THỨC VỀ QUY ĐỊNH PHÁP LÝ VỀ HỒ SƠ THANH QUYẾT TOÁN', 'GIẢI QUYẾT VẤN ĐỀ', 'LÀM VIỆC NHÓM', 'LÀM VIỆC ĐỘC LẬP', 'GIAO TIẾP', 'THÍCH NGHI', 'TIẾNG ANH', 'TINH THẦN HỢP TÁC', 'CẨN THẬN', 'TRUNG THỰC', 'KIÊN TRÌ', 'LÀM VIỆC DƯỚI ÁP LỰC CAO', 'TỰ HỌC', 'KIỂM SOÁT CHẤT LƯỢNG VẬT LIỆU XÂY DỰNG', 'QUẢN LÝ RỦI RO', 'LẬP KẾ HOẠCH VÀ BÁO CÁO', 'QUẢN LÝ DỰ ÁN']",54.0,,,2,6,True,False,Trên 5 năm,22/12/2025,TỔNG CÔNG TY XÂY DỰNG SỐ 1 - CTCP,Xây dựng,Trưởng/Phó phòng,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/tong-cong-ty-xay-dung-so-1-ctcp/75307.html,https://www.topcv.vn/viec-lam/truong-bo-phan-qa-qc-du-an-vanh-dai-4/1961449.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096094,09/12/2025 17:33:27,standard
Chuyên Viên Đồ Họa,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['ADOBE PHOTOSHOP', 'ILLUSTRATOR', 'INDESIGN', 'POWERPOINT', 'VIDEO EDITING', 'PHOTOGRAPHY']",,"['THIẾT KẾ ĐỒ HỌA', 'TƯ DUY THIẾT KẾ', 'BỐ CỤC', 'TYPOGRAPHY', 'MÀU SẮC', 'SÁNG TẠO', 'LÀM VIỆC NHÓM', 'GIAO TIẾP', 'TINH THẦN TRÁCH NHIỆM', 'CHỦ ĐỘNG', 'QUẢN LÝ THỜI GIAN', 'TƯ DUY LOGIC', 'TỈ MỈ', 'CẨN THẬN', 'XỬ LÝ DỮ LIỆU']",,10000000.0,15000000.0,2,6,True,False,3 năm,31/12/2025,CÔNG TY CỔ PHẦN THỰC PHẨM GLIFEFOOD,Bán lẻ - Hàng tiêu dùng - FMCG,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-thuc-pham-glifefood/167210.html,https://www.topcv.vn/viec-lam/chuyen-vien-do-hoa/1961431.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096105,09/12/2025 17:33:41,standard
Kỹ Sư Lập Trình Machine Vision,"['SẢN XUẤT', 'THIẾT KẾ/CHẾ TẠO MÁY', 'CHUYÊN MÔN THIẾT KẾ/CHẾ TẠO MÁY KHÁC']",3,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['MACHINE LEARNING', 'DEEP LEARNING', 'OPENCV', 'HALCON', 'COGNEX', 'MACHINE VISION', 'COMPUTER VISION', 'TENSORFLOW', 'PYTORCH', 'VISUAL STUDIO', 'ROBOT']","['PYTHON', 'C#', 'SQL']","['NGHIÊN CỨU CÔNG NGHỆ MỚI', 'CẤU TRÚC DỮ LIỆU VÀ THUẬT TOÁN', 'ĐIỀU KHIỂN LOGIC', 'ĐỌC HIỂU TÀI LIỆU TIẾNG ANH', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'CHỊU ÁP LỰC CÔNG VIỆC', 'KỸ NĂNG GIAO TIẾP', 'PHÂN TÍCH', 'THIẾT KẾ']",54.0,,,2,6,True,False,2 năm,31/12/2025,Công ty TNHH Indu Việt Nam,Cơ khí,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-indu-viet-nam/77681.html,https://www.topcv.vn/viec-lam/ky-su-lap-trinh-machine-vision/1528358.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096105,09/12/2025 17:33:56,standard
Chuyên Viên Hệ Thống Backend,"['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['AI', '.NET', '.NET FRAMEWORK', '.NET CORE', 'ASP.NET', 'ENTITY FRAMEWORK', 'MVC', 'RESTFUL API', 'DESIGN PATTERN', 'SYSTEM ARCHITECTURE', 'MICROSERVICES', 'REALTIME SYSTEM', 'SERVER', 'DATABASE']",['C#'],"['CODING', 'DEBUGGING', 'PHÂN TÍCH HỆ THỐNG', 'THIẾT KẾ HỆ THỐNG', 'NGHIÊN CỨU CÔNG NGHỆ', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'TƯ DUY LOGIC', 'GIẢI QUYẾT VẤN ĐỀ', 'TRÁCH NHIỆM CAO']",49.0,20000000.0,30000000.0,2,6,True,False,3 năm,22/12/2025,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-nhan-thuc-may-horus-ai/217777.html,https://www.topcv.vn/viec-lam/chuyen-vien-he-thong-backend/1961366.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096105,09/12/2025 17:34:09,standard
Chuyên Viên Triển Khai Hệ Thống Backend,"['BACKEND DEVELOPER', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['AI', 'API', 'FASTAPI', 'NODE.JS', 'RESTFUL API', 'MVC', 'DOCKER', 'LINUX', 'BASH', 'MONGODB', 'POSTGRESQL', 'SERVER PUSH', 'REVERSE PROXY', 'LOAD BALANCER', 'ZERO DOWNTIME DEPLOYMENT', 'LLM', 'RAG', 'AGENT', 'CI/CD', 'KUBERNETES']","['PYTHON', 'JAVASCRIPT', 'NOSQL', 'SQL']","['THIẾT KẾ HỆ THỐNG', 'TỐI ƯU HIỆU SUẤT', 'BẢO MẬT', 'PHÂN TÍCH YÊU CẦU', 'LẬP KẾ HOẠCH PHÁT TRIỂN SẢN PHẨM']",49.0,17000000.0,25000000.0,2,6,True,False,2 năm,22/12/2025,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-nhan-thuc-may-horus-ai/217777.html,https://www.topcv.vn/viec-lam/chuyen-vien-trien-khai-he-thong-backend/1961365.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096105,09/12/2025 17:34:22,standard
